item_id,local_name,candidate_name,reasons,reason_zh_cn,source_url,checked_at
25734,封印古代武器兑换券,豪牢 公扁 背券 萍南,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/25734/cRO,2026-07-20
25876,丰年祭摸彩券,Harvest Lottery Ticket,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/25876/cRO,2026-07-20
25921,熟成可可豆,숙성된 카카오콩,different_from_local|contains_hangul|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|包含韩文|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/25921/cRO,2026-07-20
25924,蹦级服饰附魔券,부스터 의상 인챈트권,different_from_local|contains_hangul|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|包含韩文|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/25924/cRO,2026-07-20
26156,封印古代英雄魔杖,豪牢等 溅档快 胶怕橇,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/26156/cRO,2026-07-20
28040,封印古代战栗拳刃,豪牢等 傈啦狼 墨鸥福,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/28040/cRO,2026-07-20
28137,封印复仇者战斧,豪牢等 汗荐磊,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/28137/cRO,2026-07-20
28358,受诅咒的幸运草,呪われた幸運のクローバー,different_from_local|contains_japanese_kana|contains_traditional_characters|not_simplified_chinese,与当前本地名称不同|包含日文假名|包含繁体字形|不是简体中文名称,https://www.divine-pride.net/database/item/28358/cRO,2026-07-20
28431,急速冲刺戒,スプリントリング,different_from_local|contains_japanese_kana|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|包含日文假名|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28431/cRO,2026-07-20
28443,伊甸园戒指(力量)Ⅰ,塞狼 倡盔窜 馆瘤グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28443/cRO,2026-07-20
28444,伊甸园项链(力量)Ⅰ,塞狼 倡盔窜 格吧捞グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28444/cRO,2026-07-20
28445,伊甸园戒指(力量)Ⅱ,塞狼 倡盔窜 馆瘤ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28445/cRO,2026-07-20
28446,伊甸园项链(力量)Ⅱ,塞狼 倡盔窜 格吧捞ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28446/cRO,2026-07-20
28447,伊甸园戒指(力量)Ⅲ,塞狼 倡盔窜 馆瘤ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28447/cRO,2026-07-20
28448,伊甸园项链(力量)Ⅲ,塞狼 倡盔窜 格吧捞ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28448/cRO,2026-07-20
28449,伊甸园戒指(力量)Ⅳ,塞狼 倡盔窜 馆瘤コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28449/cRO,2026-07-20
28450,伊甸园项链(力量)Ⅳ,塞狼 倡盔窜 格吧捞コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28450/cRO,2026-07-20
28451,伊甸园戒指(力量)Ⅴ,塞狼 倡盔窜 馆瘤ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28451/cRO,2026-07-20
28452,伊甸园项链(力量)Ⅴ,塞狼 倡盔窜 格吧捞ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28452/cRO,2026-07-20
28453,伊甸园戒指(魔法)Ⅰ,付过狼 倡盔窜 馆瘤グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28453/cRO,2026-07-20
28454,伊甸园项链(魔法)Ⅰ,付过狼 倡盔窜 格吧捞グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28454/cRO,2026-07-20
28455,伊甸园戒指(魔法)Ⅱ,付过狼 倡盔窜 馆瘤ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28455/cRO,2026-07-20
28456,伊甸园项链(魔法)Ⅱ,付过狼 倡盔窜 格吧捞ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28456/cRO,2026-07-20
28457,伊甸园戒指(魔法)Ⅲ,付过狼 倡盔窜 馆瘤ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28457/cRO,2026-07-20
28458,伊甸园项链(魔法)Ⅲ,付过狼 倡盔窜 格吧捞ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28458/cRO,2026-07-20
28459,伊甸园戒指(魔法)Ⅳ,付过狼 倡盔窜 馆瘤コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28459/cRO,2026-07-20
28460,伊甸园项链(魔法)Ⅳ,付过狼 倡盔窜 格吧捞コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28460/cRO,2026-07-20
28461,伊甸园戒指(魔法)Ⅴ,付过狼 倡盔窜 馆瘤ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28461/cRO,2026-07-20
28462,伊甸园项链(魔法)Ⅴ,付过狼 倡盔窜 格吧捞ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28462/cRO,2026-07-20
28463,伊甸园戒指(敏捷)Ⅰ,刮酶狼 倡盔窜 馆瘤グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28463/cRO,2026-07-20
28464,伊甸园项链(敏捷)Ⅰ,刮酶狼 倡盔窜 格吧捞グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28464/cRO,2026-07-20
28465,伊甸园戒指(敏捷)Ⅱ,刮酶狼 倡盔窜 馆瘤ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28465/cRO,2026-07-20
28466,伊甸园项链(敏捷)Ⅱ,刮酶狼 倡盔窜 格吧捞ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28466/cRO,2026-07-20
28467,伊甸园戒指(敏捷)Ⅲ,刮酶狼 倡盔窜 馆瘤ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28467/cRO,2026-07-20
28468,伊甸园项链(敏捷)Ⅲ,刮酶狼 倡盔窜 格吧捞ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28468/cRO,2026-07-20
28469,伊甸园戒指(敏捷)Ⅳ,刮酶狼 倡盔窜 馆瘤コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28469/cRO,2026-07-20
28470,伊甸园项链(敏捷)Ⅳ,刮酶狼 倡盔窜 格吧捞コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28470/cRO,2026-07-20
28471,伊甸园戒指(敏捷)Ⅴ,刮酶狼 倡盔窜 馆瘤ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28471/cRO,2026-07-20
28472,伊甸园项链(敏捷)Ⅴ,刮酶狼 倡盔窜 格吧捞ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28472/cRO,2026-07-20
28473,伊甸园戒指(恢复)Ⅰ,雀汗狼 倡盔窜 馆瘤グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28473/cRO,2026-07-20
28474,伊甸园项链(恢复)Ⅰ,雀汗狼 倡盔窜 格吧捞グ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28474/cRO,2026-07-20
28475,伊甸园戒指(恢复)Ⅱ,雀汗狼 倡盔窜 馆瘤ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28475/cRO,2026-07-20
28476,伊甸园项链(恢复)Ⅱ,雀汗狼 倡盔窜 格吧捞ケ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28476/cRO,2026-07-20
28477,伊甸园戒指(恢复)Ⅲ,雀汗狼 倡盔窜 馆瘤ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28477/cRO,2026-07-20
28478,伊甸园项链(恢复)Ⅲ,雀汗狼 倡盔窜 格吧捞ゲ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28478/cRO,2026-07-20
28479,伊甸园戒指(恢复)Ⅳ,雀汗狼 倡盔窜 馆瘤コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28479/cRO,2026-07-20
28480,伊甸园项链(恢复)Ⅳ,雀汗狼 倡盔窜 格吧捞コ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28480/cRO,2026-07-20
28481,伊甸园戒指(恢复)Ⅴ,雀汗狼 倡盔窜 馆瘤ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28481/cRO,2026-07-20
28482,伊甸园项链(恢复)Ⅴ,雀汗狼 倡盔窜 格吧捞ゴ,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/28482/cRO,2026-07-20
28503,雷光轰鸣石,Keraunos,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28503/cRO,2026-07-20
28514,保庇花戒,绵己狼 采馆瘤,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/28514/cRO,2026-07-20
28592,天使波利耳环,Angel Forging Earrings,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28592/cRO,2026-07-20
28597,樱花徽章,Cherry Badge,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28597/cRO,2026-07-20
28632,封印驱魔录,豪牢等 硼付狼 己辑,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/28632/cRO,2026-07-20
28759,封印魔导剑,豪牢等 付档八,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/28759/cRO,2026-07-20
28789,时间裂缝影武匕首(A),Time Gap Kurojin (A),different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28789/cRO,2026-07-20
28906,栩栩如生烟火盾牌,Shield of Living Flame,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28906/cRO,2026-07-20
28907,疾风之盾,Shield of Gust,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28907/cRO,2026-07-20
28908,大水针织盾牌,Giant Shield of Water,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/28908/cRO,2026-07-20
28909,飘渺大地神盾,無形なる地の盾,different_from_local|contains_japanese_kana|contains_traditional_characters|not_simplified_chinese,与当前本地名称不同|包含日文假名|包含繁体字形|不是简体中文名称,https://www.divine-pride.net/database/item/28909/cRO,2026-07-20
28918,激扬混沌盾牌,沸騰する混沌の盾,different_from_local|contains_japanese_kana|contains_traditional_characters|not_simplified_chinese,与当前本地名称不同|包含日文假名|包含繁体字形|不是简体中文名称,https://www.divine-pride.net/database/item/28918/cRO,2026-07-20
28953,波利图腾战斗盾牌,器傅 傈捧 规菩,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/28953/cRO,2026-07-20
29014,,STR+3 INT-3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29014/cRO,2026-07-21
29015,STR+3、DEX -3,STR+3 DEX-3,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/29015/cRO,2026-07-20
29016,,INT+3 DEX-3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29016/cRO,2026-07-21
29018,,DEX+3 VIT-3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29018/cRO,2026-07-21
29019,DEX+3、AGI-3,DEX+3 AGI-3,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/29019/cRO,2026-07-20
29020,,VIT+3 AGI-3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29020/cRO,2026-07-21
29021,VIT+3、LUK -3,VIT+3 LUK-3,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/29021/cRO,2026-07-20
29022,,AGI+3 LUK-3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29022/cRO,2026-07-21
29023,AGI+3、STR-3,AGI+3 STR-3,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/29023/cRO,2026-07-20
29024,,LUK+3 STR-3,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29024/cRO,2026-07-21
29025,LUK+3、INT-3,LUK+3 INT-3,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/29025/cRO,2026-07-20
29026,,DEF+20,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29026/cRO,2026-07-21
29033,MDEF+4。,MDEF+4,different_from_local|not_simplified_chinese,与当前本地名称不同|不是简体中文名称,https://www.divine-pride.net/database/item/29033/cRO,2026-07-20
29148,天使战靴物理能量石,荤磊磊府 倒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/29148/cRO,2026-07-20
29149,天使战靴魔法能量,拱绊扁磊府 倒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/29149/cRO,2026-07-20
29150,天使战靴速度能量石,堪家磊府 倒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/29150/cRO,2026-07-20
29151,天使战靴耐性能量石,拱捍磊府 倒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/29151/cRO,2026-07-20
29152,天使战靴远程之力能量石,傈哎磊府 倒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/29152/cRO,2026-07-20
29153,天使战靴暴击能量石,炔家磊府 倒,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/29153/cRO,2026-07-20
29213,,HIT+6,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29213/cRO,2026-07-21
29238,,FLEE+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29238/cRO,2026-07-21
29239,,HIT+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29239/cRO,2026-07-21
29241,,CRI+10,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29241/cRO,2026-07-21
29242,铠甲防坏。,破壊不可(鎧),different_from_local|contains_traditional_characters|not_simplified_chinese,与当前本地名称不同|包含繁体字形|不是简体中文名称,https://www.divine-pride.net/database/item/29242/cRO,2026-07-20
29243,防断咏,詠唱妨害不可,different_from_local|contains_traditional_characters|not_simplified_chinese,与当前本地名称不同|包含繁体字形|不是简体中文名称,https://www.divine-pride.net/database/item/29243/cRO,2026-07-20
29244,对玩家人类型、喵族的抗性+1%。,プレイヤー耐性1,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/29244/cRO,2026-07-20
29245,对玩家人类型、喵族的抗性+2%。,プレイヤー耐性2,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/29245/cRO,2026-07-20
29380,,ATK+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29380/cRO,2026-07-21
29381,,MATK+5,missing_local_name|not_simplified_chinese,本地名称缺失|不是简体中文名称,https://www.divine-pride.net/database/item/29381/cRO,2026-07-21
31028,(服饰)黑猫帽T,[衣装] 黒猫のフード,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/31028/cRO,2026-07-20
31029,(服饰)猪鼻子,狼惑 蹬瘤内,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31029/cRO,2026-07-20
31030,(服饰)阿虎面具,[衣装] タイガーフェイス,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/31030/cRO,2026-07-20
31032,(服饰)懒洋洋儒闵,[衣装] たれルーミン,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/31032/cRO,2026-07-20
31033,(服饰)弗蕾亚信徒之帽,狼惑 橇饭捞具 脚档狼 葛磊,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31033/cRO,2026-07-20
31042,(服饰)修行者头箍,[衣装] サバイバルサークレット,different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/31042/cRO,2026-07-20
31048,(服饰)白百合蝴蝶结,[衣装] ホワイトリリー(黒リボン),different_from_local|contains_japanese_kana|not_simplified_chinese,与当前本地名称不同|包含日文假名|不是简体中文名称,https://www.divine-pride.net/database/item/31048/cRO,2026-07-20
31052,(服饰)炼金术师防护面具,Costume: Alchemist Mask,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/31052/cRO,2026-07-20
31053,(服饰)虎王娃娃帽子,Costume: Drooping Eddga,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/31053/cRO,2026-07-20
31056,(服饰)红焰爆裂波动,Costume: Exploding Wave (Red),different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/31056/cRO,2026-07-20
31057,(服饰)暗●十字刺客围巾(黑),狼惑 俊饭皋胶 胶墨橇(八沥),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31057/cRO,2026-07-20
31063,(服饰)古典俏丽发包(蓝),狼惑 寸绊赣府(没),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31063/cRO,2026-07-20
31064,(服饰)古典俏丽发包(红),狼惑 寸绊赣府(利),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31064/cRO,2026-07-20
31065,(服饰)古典俏丽发包(黄),狼惑 寸绊赣府(炔),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31065/cRO,2026-07-20
31066,(服饰)古典俏丽发包(绿),狼惑 寸绊赣府(踌),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31066/cRO,2026-07-20
31067,(服饰)古典俏丽发包(黑),狼惑 寸绊赣府(孺),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31067/cRO,2026-07-20
31068,(服饰)古典俏丽发包(白),狼惑 寸绊赣府(归),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31068/cRO,2026-07-20
31069,(服饰)古典俏丽发包(褐),狼惑 寸绊赣府(哎),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31069/cRO,2026-07-20
31070,(服饰)古典俏丽发包(紫),狼惑 寸绊赣府(磊),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31070/cRO,2026-07-20
31079,(服饰)俐落俏马尾(蓝),狼惑 氛 器聪(没),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31079/cRO,2026-07-20
31081,(服饰)俐落俏马尾(黄),狼惑 氛 器聪(炔),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31081/cRO,2026-07-20
31082,(服饰)俐落俏马尾(绿),狼惑 氛 器聪(踌),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31082/cRO,2026-07-20
31083,(服饰)俐落俏马尾(黑),狼惑 氛 器聪(孺),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31083/cRO,2026-07-20
31084,(服饰)俐落俏马尾(白),狼惑 氛 器聪(归),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31084/cRO,2026-07-20
31085,(服饰)俐落俏马尾(褐),狼惑 氛 器聪(哎),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31085/cRO,2026-07-20
31086,(服饰)俐落俏马尾(紫),狼惑 氛 器聪(磊),different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31086/cRO,2026-07-20
31087,(服饰)矮人胡须,狼惑 靛况橇 荐堪,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31087/cRO,2026-07-20
31088,(服饰)汶巴拉传奇帽,狼惑 概靛秦磐,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31088/cRO,2026-07-20
31089,(服饰)绯红爆裂波动,Costume: Exploding Wave,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/31089/cRO,2026-07-20
31090,(服饰)想飞的天使波利帽,狼惑 朝绊酵篮 浚俩傅,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31090/cRO,2026-07-20
31093,(服饰)嘴叼油灯,Costume: Lamp of Fairy,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/31093/cRO,2026-07-20
31117,(服饰)斯巴达战盔-冠军,Costume: Hoplite Helmet,different_from_local|replaced_chinese_with_non_chinese|not_simplified_chinese,与当前本地名称不同|中文名称被非中文替换|不是简体中文名称,https://www.divine-pride.net/database/item/31117/cRO,2026-07-20
31120,(服饰)蝙蝠耳朵,狼惑 轨颇捞绢狼 荤开付,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31120/cRO,2026-07-20
31125,(服饰)复仇者海盗帽,狼惑 凝 救令 府亥瘤,different_from_local|suspected_korean_mojibake,与当前本地名称不同|疑似韩文错误解码乱码,https://www.divine-pride.net/database/item/31125/cRO,2026-07-20
